dx,gb,dz,gb_energy,variance,acquisition
0.5,1.0,2.1,1.0713509592406223,0.013368632075266331,1.1781063027750824
0.5,1.0,2.2,1.0688536739308832,0.011905944813857518,1.1671000713443156
0.5,1.0,2.3,1.0618079819871078,0.010617953201710793,1.1487569037881924
0.5,1.0,2.4,1.0698786081453249,0.009576933284217243,1.14108255226826
0.5,1.0,2.5,1.0979485249478604,0.009125728315966197,1.1538531265115552
0.5,1.0,2.6,1.1307593314407771,0.009249683134618906,1.1837740540331791
0.5,1.0,2.7,1.154068101938834,0.009889606127837142,1.2124655014335013
0.5,1.0,2.8,1.1654687946926277,0.010511374104435263,1.2198658782372545
0.5,1.0,2.9,1.163536849390784,0.01008377425512358,1.2029504548770664
0.5,1.0,3.0,1.1446130076765513,0.009293348927101907,1.1724799287748315
0.5,1.0,3.1,1.114741403774985,0.009343804165920726,1.1347432822648122
0.5,1.0,3.2,1.0888561667368817,0.010929104359491532,1.0912454899298714
0.5,1.0,3.3,1.0732982618048341,0.012958398677430032,1.0531504924569561
0.5,1.0,3.4,1.0620105426483357,0.013222914546886354,1.0365312437921503
0.5,1.0,3.5,1.0512343556589743,0.012210797537220713,1.0416204319619586
0.5,1.0,3.6,1.043108399563014,0.012492456587823737,1.0538934846016126
0.6,1.0,0.0,1.0697602881777002,0.01550054088764778,1.2458615074079669
0.6,1.0,0.1,1.0439474292470243,0.01550019300977746,1.281124238311327
0.6,1.0,0.2,1.0358769533962586,0.016265038863080526,1.2629199971219323
0.6,1.0,0.3,1.0424972304129907,0.01726251951267409,1.2132072070251718
0.6,1.0,0.4,1.0632326372397896,0.017908753152844265,1.1540917199367764
0.6,1.0,0.5,1.0881646679973775,0.01751430692877569,1.1028912555943353
0.6,1.0,0.6,1.1013258172396507,0.016226103865034973,1.0737725708090622
0.6,1.0,0.7,1.100139164721109,0.014520216252889625,1.071763061674729
0.6,1.0,0.8,1.097269487097259,0.012538193376523076,1.0923182604901849
0.6,1.0,1.0,1.1086991179207812,0.011527668448805688,1.1739404308926973
0.6,1.0,1.1,1.1171590744992028,0.012588814588178943,1.2109438210903896
0.6,1.0,1.2,1.1258438212220327,0.013124549690025158,1.2265878747698675
0.6,1.0,1.3,1.1251520659246532,0.012770089553462951,1.2227188610867457
0.6,1.0,1.4,1.1018162923030412,0.011705338989335111,1.20751260840656
0.6,1.0,1.5,1.059749824334951,0.011301651916403761,1.1782137197291969
0.6,1.0,1.6,1.0211905303179023,0.012637128633724702,1.1317091259481453
0.6,1.0,1.7,1.003658718970904,0.015263490361919603,1.0886838925993532
0.6,1.0,1.8,1.0076457067232252,0.017630077722677405,1.082816434760461
0.6,1.0,1.9,1.025846629943843,0.0180054100921428,1.1202374811191713
0.6,1.0,2.0,1.048926113681695,0.01658420953624639,1.1681082077680351
0.6,1.0,2.1,1.0628611132783214,0.014620022452433793,1.1897253336337952
0.6,1.0,2.2,1.0587354796254655,0.012883137724177806,1.1772804773727752
0.6,1.0,2.4,1.0535345281624453,0.010415670428074609,1.1255455204999298
