actions,dx,gb,dz
9675,1.8,1.3,1.8
16956,5.3,1.5,1.0
15071,0.2,1.5,1.2
10293,3.5,1.3,0.7
16545,4.2,1.5,0.6
13531,4.1,1.4,2.6
682,1.8,1.0,1.6
15394,1.1,1.5,0.2
15902,2.4,1.5,2.9
5316,6.2,1.1,2.5
2657,7.1,1.0,3.0
4094,2.9,1.1,2.4
5389,6.4,1.1,2.4
15662,1.8,1.5,1.1
10064,2.9,1.3,0.0
102,0.2,1.0,2.8
1996,5.3,1.0,3.5
5926,7.9,1.1,0.6
12576,1.5,1.4,3.3
5534,6.8,1.1,2.1
3149,0.4,1.1,0.4
13845,5.0,1.4,0.7
15046,0.1,1.5,2.4
7781,4.8,1.2,1.1
