actions,dx,gb,dz
12274,0.7,1.4,2.7
7387,3.7,1.2,2.4
9579,1.5,1.3,3.3
13611,4.3,1.4,3.2
8974,8.0,1.2,2.0
10290,3.5,1.3,0.4
7468,3.9,1.2,3.1
1433,3.8,1.0,2.7
9632,1.7,1.3,1.2
7016,2.7,1.2,2.3
9265,0.7,1.3,1.5
3429,1.1,1.1,2.5
9178,0.5,1.3,0.2
15396,1.1,1.5,0.4
17081,5.6,1.5,2.4
12525,1.4,1.4,1.9
2195,5.9,1.0,1.2
12752,2.0,1.4,2.4
7125,3.0,1.2,2.1
2330,6.2,1.0,3.6
1961,5.3,1.0,0.0
12861,2.3,1.4,2.2
15182,0.5,1.5,1.2
3484,1.3,1.1,0.6
