actions,dx,gb,dz
1526,4.1,1.0,0.9
3077,0.2,1.1,0.6
1257,3.3,1.0,3.6
4710,4.6,1.1,1.1
9317,0.8,1.3,3.0
12146,0.4,1.4,1.0
15155,0.4,1.5,2.2
379,1.0,1.0,0.9
15054,0.1,1.5,3.2
772,2.0,1.0,3.2
14348,6.3,1.4,2.9
15017,0.0,1.5,3.2
3026,0.0,1.1,2.9
13517,4.1,1.4,1.2
12622,1.7,1.4,0.5
17320,6.3,1.5,0.4
4837,4.9,1.1,2.7
6,0.0,1.0,0.6
15052,0.1,1.5,3.0
15968,2.6,1.5,2.1
12961,2.6,1.4,1.1
13512,4.1,1.4,0.7
15076,0.2,1.5,1.7
17887,7.8,1.5,1.6
