actions,dx,gb,dz
1520,4.1,1.0,0.3
126,0.3,1.0,1.5
15071,0.2,1.5,1.2
15034,0.1,1.5,1.2
15108,0.3,1.5,1.2
127,0.3,1.0,1.6
89,0.2,1.0,1.5
14997,0.0,1.5,1.2
15070,0.2,1.5,1.1
164,0.4,1.0,1.6
163,0.4,1.0,1.5
90,0.2,1.0,1.6
15145,0.4,1.5,1.2
1521,4.1,1.0,0.4
1483,4.0,1.0,0.3
201,0.5,1.0,1.6
52,0.1,1.0,1.5
15033,0.1,1.5,1.1
200,0.5,1.0,1.5
1484,4.0,1.0,0.4
53,0.1,1.0,1.6
15,0.0,1.0,1.5
15107,0.3,1.5,1.1
15072,0.2,1.5,1.3
