0,0,692.68
0,2,680.71
0,4,666.18
0,6,649.17
0,8,652
0,10,680.28
0,12,716.03
0,14,746.13
0,16,771.54
0,18,792.96
0,20,810.89
0,22,825.71
0,24,837.69
0,26,847.08
0,28,854.02
0,30,858.67
0,32,861.13
0,34,861.51
0,36,859.91
0,38,856.41
0,40,851.11
0,42,844.11
0,44,835.51
0,46,825.41
0,48,813.92
0,50,801.15
0,52,787.2
0,54,772.16
0,56,756.12
0,58,739.15
0,60,721.31
0,62,702.63
0,64,684.31
0,66,667.69
0,68,649.96
0,70,631.07
0,72,625.92
0,74,655.82
0,76,684.43
0,78,711.62
0,80,737.3
0,82,761.42
0,84,784.01
0,86,805.08
0,88,824.75
0,90,843.14
0,92,860.42
0,94,876.79
0,96,892.49
0,98,907.79
0,100,923
2,0,685.36
2,2,673.26
2,4,658.56
2,6,641.32
2,8,647.75
2,10,677.47
2,12,712.8
2,14,742.49
2,16,767.51
2,18,788.56
2,20,806.13
2,22,820.62
2,24,832.29
2,26,841.38
2,28,848.05
2,30,852.45
2,32,854.68
2,34,854.85
2,36,853.06
2,38,849.39
2,40,843.95
2,42,836.81
2,44,828.1
2,46,817.91
2,48,806.33
2,50,793.49
2,52,779.48
2,54,764.4
2,56,751.43
2,58,739.47
2,60,726.42
2,62,712.32
2,64,697.21
2,66,681.08
2,68,663.92
2,70,646.37
2,72,640.61
2,74,668.09
2,76,694.68
2,78,720.21
2,80,744.55
2,82,767.63
2,84,789.42
2,86,809.94
2,88,829.27
2,90,847.5
2,92,864.79
2,94,881.34
2,96,897.37
2,98,913.15
4,0,678.31
4,2,666.06
4,4,651.16
4,6,633.69
4,8,643.67
4,10,674.95
4,12,709.83
4,14,739.09
4,16,763.71
4,18,784.37
4,20,801.58
4,22,815.73
4,24,827.08
4,26,835.87
4,28,842.27
4,30,846.42
4,32,848.42
4,34,848.39
4,36,846.41
4,38,842.58
4,40,837
4,42,829.75
4,44,820.93
4,46,810.66
4,48,799.03
4,50,786.2
4,52,777.87
4,54,768.23
4,56,757.36
4,58,745.33
4,60,732.19
4,62,717.99
4,64,702.76
4,66,686.47
4,68,669.12
4,70,653.76
4,72,650.8
4,74,676.9
4,76,702.32
4,78,726.88
4,80,750.45
4,82,772.94
4,84,794.33
4,86,814.62
4,88,833.86
4,90,852.16
4,92,869.66
4,94,886.54
4,96,903.04
6,0,671.54
6,2,659.11
6,4,643.99
6,6,626.28
6,8,639.78
6,10,672.71
6,12,707.11
6,14,735.93
6,16,760.12
6,18,780.39
6,20,797.23
6,22,811.03
6,24,822.06
6,26,830.56
6,28,836.68
6,30,840.58
6,32,842.35
6,34,842.12
6,36,839.96
6,38,835.98
6,40,830.27
6,42,822.91
6,44,814.02
6,46,803.68
6,48,796.65
6,50,789.61
6,52,781.16
6,54,771.39
6,56,760.35
6,58,748.14
6,60,734.79
6,62,720.34
6,64,704.82
6,66,688.21
6,68,672.69
6,70,662.31
6,72,658.4
6,74,683.71
6,76,708.47
6,78,732.5
6,80,755.68
6,82,777.92
6,84,799.19
6,86,819.48
6,88,838.84
6,90,857.38
6,92,875.23
6,94,892.58
8,0,665.06
8,2,652.42
8,4,637.07
8,6,619.11
8,8,636.08
8,10,670.74
8,12,704.64
8,14,732.98
8,16,756.75
8,18,776.61
8,20,793.07
8,22,806.52
8,24,817.23
8,26,825.43
8,28,831.28
8,30,834.92
8,32,836.48
8,34,836.05
8,36,833.72
8,38,829.6
8,40,823.76
8,42,816.32
8,44,808.22
8,46,804.14
8,48,798.46
8,50,791.28
8,52,782.67
8,54,772.71
8,56,761.47
8,58,749.02
8,60,735.4
8,62,720.66
8,64,704.79
8,66,687.78
8,68,677.82
8,70,667.36
8,72,664.46
8,74,689.39
8,76,713.84
8,78,737.67
8,80,760.74
8,82,782.97
8,84,804.33
8,86,824.8
8,88,844.45
8,90,863.36
8,92,881.68
10,0,658.87
10,2,646
10,4,630.4
10,6,619.19
10,8,632.59
10,10,669.03
10,12,702.39
10,14,730.25
10,16,753.57
10,18,773.02
10,20,789.1
10,22,802.19
10,24,812.58
10,26,820.47
10,28,826.05
10,30,829.45
10,32,830.79
10,34,830.17
10,36,827.68
10,38,823.42
10,40,817.48
10,42,811.63
10,44,809.08
10,46,804.86
10,48,799.03
10,50,791.68
10,52,782.89
10,54,772.73
10,56,761.26
10,58,748.56
10,60,734.66
10,62,719.59
10,64,703.36
10,66,691
10,68,680.97
10,70,670.3
10,72,669.68
10,74,694.5
10,76,718.92
10,78,742.78
10,80,765.96
10,82,788.38
10,84,809.99
10,86,830.8
10,88,850.85
10,90,870.23
12,0,656.1
12,2,650.23
12,4,642.61
12,6,633.66
12,8,629.3
12,10,667.56
12,12,700.37
12,14,727.73
12,16,750.58
12,18,769.6
12,20,785.3
12,22,798.03
12,24,808.09
12,26,815.69
12,28,821
12,30,824.16
12,32,825.28
12,34,824.48
12,36,821.84
12,38,817.45
12,40,812.66
12,42,811.73
12,44,809.03
12,46,804.65
12,48,798.66
12,50,791.13
12,52,782.15
12,54,771.77
12,56,760.08
12,58,747.12
12,60,732.93
12,62,717.53
12,64,702.6
12,66,693.01
12,68,682.77
12,70,671.79
12,72,674.53
12,74,699.48
12,76,724.07
12,78,748.16
12,80,771.61
12,82,794.36
12,84,816.36
12,86,837.61
12,88,858.15
14,0,667.3
14,2,661.88
14,4,654.88
14,6,646.88
14,8,639.29
14,10,666.33
14,12,698.56
14,14,725.39
14,16,747.77
14,18,766.37
14,20,781.67
14,22,794.04
14,24,803.77
14,26,811.07
14,28,816.12
14,30,819.04
14,32,819.96
14,34,818.97
14,36,816.19
14,38,811.69
14,40,812.2
14,42,811.12
14,44,808.26
14,46,803.71
14,48,797.55
14,50,789.84
14,52,780.65
14,54,770.07
14,56,758.14
14,58,744.92
14,60,730.43
14,62,714.7
14,64,703.88
14,66,694.1
14,68,683.57
14,70,672.17
14,72,679.36
14,74,704.61
14,76,729.54
14,78,754
14,80,777.87
14,82,801.07
14,84,823.55
14,86,845.31
16,0,677.35
16,2,672.44
16,4,666.19
16,6,659.44
16,8,654.43
16,10,665.32
16,12,696.95
16,14,723.25
16,16,745.14
16,18,763.29
16,20,778.19
16,22,790.21
16,24,799.61
16,26,806.61
16,28,811.39
16,30,814.08
16,32,814.8
16,34,813.65
16,36,810.72
16,38,810.61
16,40,811.19
16,42,809.93
16,44,806.9
16,46,802.18
16,48,795.84
16,50,787.93
16,52,778.55
16,54,767.75
16,56,755.58
16,58,742.1
16,60,727.31
16,62,713.77
16,64,704.49
16,66,694.45
16,68,683.54
16,70,671.62
16,72,684.42
16,74,710.12
16,76,735.53
16,78,760.48
16,80,784.87
16,82,808.6
16,84,831.64
18,0,686.55
18,2,682.22
18,4,676.89
18,6,671.83
18,8,667.95
18,10,664.53
18,12,695.53
18,14,721.27
18,16,742.67
18,18,760.37
18,20,774.87
18,22,786.52
18,24,795.59
18,26,802.3
18,28,806.82
18,30,809.28
18,32,809.81
18,34,808.49
18,36,807.01
18,38,809.31
18,40,809.7
18,42,808.27
18,44,805.06
18,46,800.16
18,48,793.62
18,50,785.53
18,52,775.94
18,54,764.92
18,56,752.51
18,58,738.74
18,60,723.63
18,62,714.03
18,64,704.52
18,66,694.14
18,68,682.75
18,70,673.04
18,72,689.89
18,74,716.17
18,76,742.16
18,78,767.7
18,80,792.69
18,82,817.01
20,0,695.1
20,2,691.46
20,4,687.24
20,6,683.55
20,8,680.05
20,10,676.15
20,12,694.29
20,14,719.46
20,16,740.35
20,18,757.6
20,20,771.69
20,22,782.97
20,24,791.72
20,26,798.13
20,28,802.4
20,30,804.63
20,32,804.96
20,34,803.49
20,36,805.53
20,38,807.63
20,40,807.83
20,42,806.2
20,44,802.8
20,46,797.71
20,48,790.98
20,50,782.69
20,52,772.89
20,54,761.63
20,56,748.95
20,58,734.87
20,60,722.78
20,62,713.84
20,64,704.02
20,66,693.2
20,68,681.2
20,70,678.4
20,72,695.92
20,74,722.87
20,76,749.52
20,78,775.73
20,80,801.36
22,0,703.18
22,2,700.33
22,4,697.23
22,6,694.26
22,8,690.94
22,10,687.06
22,12,693.21
22,14,717.8
22,16,738.17
22,18,754.96
22,20,768.63
22,22,779.55
22,24,787.97
22,26,794.09
22,28,798.1
22,30,800.12
22,32,800.26
22,34,799.89
22,36,803.73
22,38,805.61
22,40,805.61
22,42,803.78
22,44,800.19
22,46,794.89
22,48,787.96
22,50,779.45
22,52,769.41
22,54,757.89
22,56,744.91
22,58,730.74
22,60,722.4
22,62,713.18
22,64,702.96
22,66,691.57
22,68,681.83
22,70,684.18
22,72,702.59
22,74,730.28
22,76,757.67
22,78,784.59
24,0,710.92
24,2,708.89
24,4,706.63
24,6,704.02
24,8,700.82
24,10,696.92
24,12,692.34
24,14,716.28
24,16,736.12
24,18,752.44
24,20,765.7
24,22,776.24
24,24,784.33
24,26,790.17
24,28,793.92
24,30,795.72
24,32,795.68
24,34,798.04
24,36,801.65
24,38,803.31
24,40,803.09
24,42,801.05
24,44,797.24
24,46,791.73
24,48,784.58
24,50,775.83
24,52,765.52
24,54,753.7
24,56,740.34
24,58,730.21
24,60,721.62
24,62,712.03
24,64,701.27
24,66,689.08
24,68,687.53
24,70,690.69
24,72,709.95
24,74,738.45
24,76,766.62
26,0,718.38
26,2,717.09
26,4,715.34
26,6,712.96
26,8,709.81
26,10,705.9
26,12,701.24
26,14,714.88
26,16,734.19
26,18,750.03
