actions,dx,gb,dz
6781,2.1,1.2,1.0
6485,1.3,1.2,1.0
14235,6.0,1.4,2.7
17311,6.2,1.5,3.2
10791,4.8,1.3,2.4
2591,7.0,1.0,0.1
12349,0.9,1.4,2.8
16357,3.7,1.5,0.3
17102,5.7,1.5,0.8
7573,4.2,1.2,2.5
17230,6.0,1.5,2.5
341,0.9,1.0,0.8
2448,6.6,1.0,0.6
3139,0.3,1.1,3.1
17757,7.4,1.5,3.4
