actions,dx,gb,dz
1806,4.8,1.0,3.0
15151,0.4,1.5,1.8
8405,6.5,1.2,0.6
14086,5.6,1.4,2.6
15390,1.0,1.5,3.5
13345,3.6,1.4,2.5
194,0.5,1.0,0.9
15083,0.2,1.5,2.4
15548,1.5,1.5,0.8
418,1.1,1.0,1.1
13124,3.0,1.4,2.6
2358,6.3,1.0,2.7
16820,4.9,1.5,2.2
15194,0.5,1.5,2.4
15046,0.1,1.5,2.4
