actions,dx,gb,dz
10218,3.3,1.3,0.6
10141,3.1,1.3,0.3
17145,5.8,1.5,1.4
12541,1.4,1.4,3.5
2690,7.2,1.0,2.6
9008,0.0,1.3,1.7
13970,5.3,1.4,2.1
17412,6.5,1.5,2.2
8058,5.5,1.2,2.9
494,1.3,1.0,1.3
14068,5.6,1.4,0.8
10179,3.2,1.3,0.4
4111,3.0,1.1,0.4
1481,4.0,1.0,0.1
2887,7.8,1.0,0.1
12704,1.9,1.4,1.3
17503,6.8,1.5,0.2
16043,2.8,1.5,2.2
381,1.0,1.0,1.1
8250,6.0,1.2,3.6
8608,7.0,1.2,2.4
2962,8.0,1.0,0.2
8906,7.8,1.2,2.6
16931,5.2,1.5,2.2
