x,y,variance,acquisition
14.0,80.0,762.8986223732458,42.46563811870906,763.0568782104023
14.0,82.0,771.7639402135139,158.52149575609553,773.5609529866515
14.0,84.0,780.160161715915,365.3953368996715,785.9011562705751
14.0,86.0,787.7766160569215,656.5505657476328,800.0278047044009
16.0,0.0,652.3766741746387,774.2003533286863,613.9770102333928
16.0,2.0,649.5791896504429,523.8157179304433,619.0982595824769
16.0,4.0,651.6486986619902,336.6877552204454,628.6426600447448
16.0,6.0,658.546679781396,209.91478628874643,642.1452521527585
16.0,8.0,669.851599363333,131.96115882176622,658.9008837591173
16.0,10.0,684.7955967938948,87.21173868690498,678.0127170589888
16.0,12.0,702.3413493430027,60.97656739139788,698.4621810502284
16.0,14.0,721.2897899475688,43.02139371243297,719.1937459441486
16.0,16.0,740.4048749398171,28.55424278942212,739.2049643480464
16.0,18.0,758.5390762440751,16.874201218113246,757.6305976215368
16.0,20.0,774.7431429881694,8.895412988774982,773.8097735411485
16.0,22.0,788.3460050052422,5.012774422327157,787.3271382885326
16.0,24.0,798.9951440869456,4.254048383813963,798.0226414258246
16.0,26.0,806.6536578500414,4.765859258842894,805.9693541940787
16.0,28.0,811.5566635333503,4.948930149190346,811.4237503015358
16.0,30.0,814.1356211823896,4.349938093904809,814.7572617694724
16.0,36.0,813.190379238948,7.169488634905953,815.9371255672027
16.0,38.0,811.4316000307533,11.592130562508759,814.3523512337117
16.0,40.0,809.3163353486016,16.1489801140463,811.9934187706843
16.0,42.0,806.812962974011,18.951300849776352,808.845063824454
16.0,44.0,803.7618059630386,18.908306773666773,804.847323717584
16.0,46.0,799.9376972897311,16.670174872885113,799.9471429961466
16.0,48.0,795.1241153056077,14.894617085345736,794.1469335182113
16.0,50.0,789.1852924967519,17.67070122851498,787.5397727662761
16.0,52.0,782.1235304901647,29.306202092230208,780.3240651443591
16.0,54.0,774.1118774314666,52.944385018611975,772.7950311963069
16.0,56.0,765.4967792227042,89.49608240340721,765.3153873467209
